Country,year,generation,media_consumption_men,media_consumption_women,religious_activity_men,religious_activity_women,financial_vulnerability_men,financial_vulnerability_women,mental_stress_men,mental_stress_women,loneliness_men,loneliness_women,education_men,education_women
Germany,2006,3,5.663280555207554,4.490961796365592,3.5138966280238564,4.075051269686237,3.712371003279636,5.299457474849934,2.577154681692903,3.8979013015641186,3.5662956536490187,3.7476143844091,4.7007597178879585,2.4175967179776485
Germany,2006,4,5.024116746692836,3.373073602491252,3.0227296594882334,4.257627085054532,4.702396817461188,3.768802076596717,5.616726467987508,4.555937380665915,5.789628476319712,4.78762172672265,5.2823841434078735,2.5254395543290364
Germany,2008,1,1.7186142655056726,1.5938708600867693,5.288624762676651,3.8081431200628115,1.304658409219782,2.068404420841857,2.939453127091125,4.9768292287194305,5.746074906886398,1.9346467341638083,1.4341414406808952,1.6406616785146562
Germany,2008,2,5.608152334305023,2.4493920091890606,4.298692161036006,4.2342880844790916,1.6263007159073726,2.6217607173599826,4.906231111005048,2.373861398381228,5.325019156745618,2.719349775848495,2.777906759889699,5.400603475121843
Germany,2008,3,4.497003235878069,5.3279871612587035,4.762493367677055,2.4756030781677367,5.573862233919438,5.36376794848659,4.304585640406044,3.1198182897028364,3.3885719878583265,2.8699230352738754,4.706151750250294,5.620187880316706
Germany,2008,4,3.473706149002891,3.5009367005709713,1.3651888776800591,4.277991954581534,3.9248469978831393,3.6154976811557957,5.430822703643712,4.568822908357494,3.4468792623375846,5.377422396387701,2.803825553889122,4.221655815434157
Germany,2010,1,4.043338280561689,4.530166972643826,1.5980705764217296,5.536926657970859,2.073548592619835,1.7467653830070504,2.0502276175410685,5.65586977562279,1.1918532559067785,5.35977964611261,4.410135230479328,1.7285418593674544
Germany,2010,2,3.274228971560259,3.665338208129385,1.1665879933758623,3.099205505494922,3.2140236756238485,2.4246397105086235,5.724988797967418,4.906455407582072,1.6768211103025341,4.669060008534293,4.375999223788684,1.6531254341821477
Germany,2010,3,3.6270098458245688,4.471847841041869,3.619667806388264,5.481535497822889,5.167069478159217,2.7413934092453385,2.289630942949653,4.496269470990999,3.1164185119208385,1.9926798239674093,1.4148302377987736,3.3047512503248386
Germany,2010,4,1.7532021308294214,1.5571042085075613,1.1063181502521229,4.7395636092325235,5.105642483039415,2.031399150171241,4.659985654392352,1.5531650567064936,2.9285969156741993,4.996553126736705,2.8558254884919902,2.2939428210763673
Germany,2012,1,5.584398744348932,5.4907110225914515,1.1527077850906293,1.9255511230845488,4.897166872273641,2.9558980784284605,4.669737900841337,1.9576148210524469,1.7379859975786833,3.6279074817188013,4.63451317052365,3.485781207268695
Germany,2012,2,2.8753524186586894,5.514788758233131,2.962079151888017,1.25881128159697,2.659511032410962,5.0370109881222085,4.26979178449662,3.9658610294092638,2.343250307103423,1.7681900979545757,3.437272829275602,2.3737282505249278
Germany,2012,3,4.829676261275707,5.6605204144587695,1.0698540278848303,2.076921964966986,4.188172602758397,2.654363151620797,2.2345568791147388,3.259412025151005,4.095759997178195,2.032425531252689,4.231789645062677,2.057522872850608
Germany,2012,4,4.946280929337548,4.623737911922264,5.0477019734823045,2.343068269400719,4.5101254300073395,5.094308188752847,4.09386991041104,5.7899737130186315,3.3263917667915335,1.1574753618321114,3.7102563955043752,1.716936465501554
Germany,2014,1,3.5956942746489737,4.038450528855183,5.152373328267455,5.354033480529518,2.2116848856359113,2.607348989735108,3.896162539301112,3.8717125206411023,2.851297016566996,3.3860545419634644,5.438678361631456,3.7422459013837526
Germany,2014,2,4.64684770695612,3.4725972206103957,4.458329733619687,2.527121119604004,5.552626524230081,1.532949271286565,3.918178643568479,5.7288305142058755,1.1579343015139463,3.3258114276696844,4.758363929218431,2.0183425485657622
Germany,2014,3,2.359906378979655,2.9301055203010957,4.3150802968699065,2.572289247576933,4.7367457264786506,1.8765534404531472,5.405971443231079,4.671954128368912,5.0637655963924075,1.8604015620066439,2.530615573731306,2.756333667652717
Germany,2014,4,2.400386643481229,3.417874695585757,4.3789151627271385,4.52200785924376,3.4350149353032826,4.375585098229945,3.0598991290143385,4.499372757614218,5.442783862355772,5.107048336215707,2.307580120613969,1.5494111056471718
Germany,2016,1,3.084535803657662,3.9055398344142405,5.523632668882081,2.1719913261523915,3.7684721849703307,4.431549032886249,3.1506731934741588,4.134046802753351,1.1094041302655753,3.8384673941087586,3.945131401681894,5.575309634867429
Germany,2016,2,5.140483686999255,1.413893646414837,5.739469307441343,1.8049440606945126,5.744694742963002,3.838692275730198,3.852521330861624,2.9781684933373733,4.932857773686333,4.746318319672323,5.612223696889158,4.772067049564745
Germany,2016,3,2.391455249356328,2.7977800210007753,2.3118712208568075,2.175858304676357,5.000688970178595,4.064455967320399,5.580666640062574,4.344175181386552,1.2692664964921199,2.7133046214300385,1.9526720237439057,4.512618786996548
Germany,2016,4,3.9599604025968542,5.208369317281429,1.8876437973839226,5.25466015149444,1.3574185764910163,2.1494025665791323,4.275520114015142,2.261435741148477,5.118464590252428,4.523555171540721,5.53897606974627,4.108722802383348
Germany,2018,1,5.475244195635733,2.857129416972958,2.5352253404615994,4.899923236112374,4.110312218871399,3.798268015836917,5.658674841636286,1.8616908391525002,1.8549780622408085,1.3135531520714199,1.3767291696194492,5.239366338698149
Germany,2018,2,4.123366420194532,5.481509454887891,2.395560103704959,3.5472587873716703,3.0423637355705937,2.123993018492794,5.580264466711834,3.7284400749806945,2.9379284836950976,4.606718540762724,2.760514644524717,1.1459810204943957
Germany,2018,3,1.6527851796491024,3.652923858223366,4.2677611748541135,5.98464456304096,5.466493518321528,3.2122660989731115,1.3268712474800082,3.2449172864611073,3.088054064557536,1.5998072273705017,2.350749118691173,4.313544854473257
Germany,2018,4,5.473955297263291,4.690381983725821,3.926509441787902,3.200659693071394,2.5694343924378944,4.01879646506262,3.3974881637897996,3.5869129215130293,4.3940927038091955,5.418389828805667,2.854355553286936,2.6687506697552283
Germany,2020,1,5.887108503095895,5.783437579197643,3.1909760424504685,1.2904289155071345,3.365982609859432,3.365244727344185,2.2589085843746286,3.832617268506432,1.2668329860441898,3.795532602523163,4.649638394668733,4.09514028734198
Germany,2020,2,2.741895062986627,2.8889834763806324,4.740061005766505,1.67769887401376,5.021397016637407,3.5365164951378807,1.6841909326321374,5.321198953761343,2.1033636252391132,4.289049809460723,2.6979765538169183,5.192083656812979
Germany,2020,3,5.688289285356679,5.257402080076632,3.693553458328549,5.758867208505057,2.855132007127712,3.2891910492867176,5.8192937717159205,5.662926235953981,2.574562428799104,5.041887321750147,4.9804440020826615,2.0902005892600286
Germany,2020,4,3.4927651829215582,4.265170168344735,4.487012613115294,3.6109172861587178,2.5439172349102677,2.2681121040988286,4.113318281507751,3.4532550877133774,3.182553889776136,2.277900171725519,5.395345929668559,3.426139513490241
France,2002,1,5.234086667042897,2.5580053997943146,3.7324551484887003,5.042580716559064,3.5957095205315763,3.748628820023663,1.4619668474942376,5.215704460684918,5.492184523660625,5.148337104901071,5.069314853266471,1.5458532513340697
France,2002,2,4.268753711493542,2.944942394757428,3.504746727216588,2.9328289121664914,2.1966472710483775,3.79849006231175,1.7022008930061168,3.460118943309044,4.677403554575062,4.725030647167891,3.9877818225594788,2.216145523387173
France,2002,3,4.389845048410631,2.2813915306951573,4.988495712751792,2.3834942710914238,5.045552643839251,4.499025522327049,3.8233332839729304,3.954924371285614,4.427806358933734,5.605436737136728,1.1360928371685715,2.3911852695564955
France,2002,4,4.92253142845647,4.904945472349963,4.369852642857982,3.098097432652163,5.112558429973687,3.6970392476190095,3.835352334391621,5.5048323717647625,3.381253029204955,1.807265188082698,4.030928185446851,4.184660045905268
France,2004,1,2.420151510062869,2.500428863766497,4.961483174504738,3.6920359513590473,3.471487662011027,3.660405577299382,3.0545091729923834,5.234583381107333,1.89071889396026,5.5333670620507025,3.0038473030194575,4.324908766664509
France,2004,2,1.4180106895925015,1.6813371192013191,1.84234362568951,1.441619873331335,2.298516294998014,5.580539327566666,1.7815650145404427,5.787572138563493,2.13362471599816,1.6935866074586863,3.5681950024526707,2.2368845476017905
France,2004,3,3.853003146838561,3.7038786581529832,2.0601604008032486,3.440657730289211,1.2544968246020667,4.157431145890861,2.51851307440005,3.147160642805182,1.041894899997032,4.859279456321092,2.719518711958677,4.4409595430442135
France,2004,4,1.5632083030948494,2.857477043786,3.175759436628937,5.813211315516502,5.305211557802086,1.5676469470858527,2.7986778071478056,2.516677156685035,4.621655415372949,4.988992513390654,1.6438393642587723,3.106563536866619
France,2006,1,5.297674021058254,4.596512636761613,1.679416962463257,1.9280757467900367,2.179383923538729,5.5926204001739706,2.5032428588212827,1.6387983689593066,2.236320130024719,3.1307706276238143,3.1913687552432464,5.02939878321625
France,2006,2,5.590373046423282,1.3680527757432548,3.59985989256415,3.371630066290373,3.565511796473219,4.924880795835065,1.7601775943213058,1.2592995954096036,4.846748734123358,2.8037404578422924,5.1168685176271875,3.666260260058267
France,2006,3,2.151355286132989,5.652210020446498,4.82886983351176,5.493816094391108,3.9660354052736944,1.1966617970799378,5.734354137108649,3.2661609877197915,3.5418813462951277,2.3372967907350883,5.832849376097449,3.762238401269156
France,2006,4,4.0047732228845625,1.951394806778394,3.5772726335199274,3.904376509712309,4.779768742305679,3.955004873619785,1.1667880529813028,4.346605699017906,1.1661887923621537,2.217934337162358,5.468564507135134,5.524632263873613
France,2008,1,2.5984873480872035,5.2499222378103685,5.716650399006001,3.764682357493367,2.432186119414772,1.912898711127126,3.5646118702565768,5.700523845988194,2.8534405915983685,4.383823653085207,3.551563987315994,2.570309988617379
France,2008,2,5.2561346465139,4.589816167102768,4.500124687701323,5.471193534959682,2.6507500987129022,1.7369323991316237,2.6066255775995666,4.0269995864570545,4.734632450532506,1.7894206996093167,4.17565598288123,3.378393565917273
France,2008,3,1.4601669191753621,5.541503437256403,1.9111057639033153,2.086237994884094,1.50706656940999,3.515477472648604,3.445673497341174,2.6754524746367334,5.006661788890659,3.500741086341947,2.9053069169962624,1.9761182818346845
France,2008,4,4.369019220759593,5.263288487526805,5.067592712002915,4.154799927560549,3.9827989187802215,3.534721888428409,1.9005619175235884,5.08389416805203,5.314613907488132,3.1184922237684107,2.472843465447738,2.0675065721576336
France,2010,1,2.2532425041524404,2.4875672797203423,3.5095232325143306,2.916733636542407,1.499465488199024,5.247628831710261,2.311982377156639,5.372138224612276,5.6553905696910896,1.9686900787861514,4.358131906168534,2.1605821103921867
France,2010,2,1.3806771359575793,2.1353342352965723,1.216007351973507,5.834437590424186,3.9701363460945034,1.6506902875807246,4.525453381157574,1.6085075154738901,2.0821392003020147,4.272715300401151,5.010564913104525,1.8789541819441713
France,2010,3,3.485871447204805,4.529756757261409,4.84243100734657,3.2264973398640686,4.750526523693728,3.6238825644702874,4.0711310494148,5.576609614957387,2.9939392547542196,5.044664054437652,5.732433082122321,5.606009878441601
France,2010,4,5.293612713612718,5.423583970138247,1.2403488933297042,1.181625922781088,3.7955490398345324,4.710574583605013,2.291856697112748,2.264186120037233,1.3392492555055178,1.6313920855191522,3.39577375092727,2.397759253392123
France,2012,1,1.5979853393738037,2.0147909012209158,3.6206771635023376,1.4926500858127356,2.0606766256299656,3.4062374740396772,4.539956560813767,2.7839768039895887,2.294868107126341,5.387308669735797,4.428385536262596,1.8711417757978557
France,2012,2,4.840455618831629,4.968766823530247,3.8900928543689663,2.0533623738575715,2.507431239884254,4.539635957383869,4.399865946277914,4.504652900504677,2.4195472774131117,2.1396534784441874,4.21368771057463,5.055505763012018
France,2012,3,3.695321276755137,1.2973532883940204,5.343085325345008,1.6417148158803483,4.169517376238051,3.685635283705253,1.9133437402983744,5.4921397729132755,5.415337726487919,2.8447497673174045,3.177217195804859,1.744053232819152
France,2012,4,5.363647205321025,5.60095808362909,5.577841751076731,1.2660457729780406,4.976980310188092,2.996164164525652,2.412137888189278,1.7306273710057232,4.123792638976301,2.264860078628895,4.0203944221836005,4.724254672806692
France,2014,1,3.3255536204925136,5.264718150960941,5.020794230116,3.2668013488618763,4.3794614882732015,2.3977966722066464,2.252076536023701,5.31156221348029,3.5553887338529764,3.8007122231193433,4.42095353500963,3.6531012725304217
France,2014,2,2.659015467077551,4.508271744818729,5.5437014023151825,4.5236375646275775,1.620007843224807,5.331419751048337,1.405123602964574,3.7739571643378396,1.5976357169180475,1.9758501872503735,3.6997215333772306,2.170178936362877
France,2014,3,1.4154030143585816,2.022749224930025,2.67202637311511,5.373493423670116,5.609995524865238,1.866192861481527,3.3050517223142037,3.387462706786361,2.731091680836859,1.6682559250938502,1.6084657892165621,1.277640875072911
France,2014,4,4.707142707017007,2.293387158647839,2.429161623011619,2.0255157357257496,3.8835441765309966,4.835295860656268,1.6168065220403576,1.5992575739628498,4.973023128022195,5.310954233658299,5.231539259340015,1.4435488749267473
France,2016,1,3.517549838695162,4.778882780945519,1.5366962309070318,3.2796744895488326,1.582459202763871,1.6075972414805364,5.467113833112773,1.4724067962487064,2.158177194183236,3.5459296099287827,4.407389904122056,5.25048660962686
France,2016,2,3.011295292195868,4.624427963869507,1.7640578159389864,3.7083390847164406,3.8245250506896085,4.569124098426888,2.254643171243341,4.024738328711219,2.3494465847499737,4.752289377278132,3.2239538894953235,2.1531903959278806
France,2016,3,4.185056842534591,3.5610518583564943,2.6996957702540674,2.5586191485807253,2.9432564942974944,5.062212567350271,3.8331445829210358,3.7999082182327717,2.296647625750424,3.2126563341619603,2.707845189623876,3.537543753563815
France,2016,4,1.8595428845114705,5.075435300795791,3.626801606475791,4.658619445265011,1.1785458251787717,2.8391547191563733,5.480954122520079,3.508285325206571,2.031063966991686,1.5216096430672186,5.243676613255654,4.068112438103975
France,2018,1,1.6733619293450865,5.67129989007144,2.444332134484261,2.183387367270349,4.738538558537934,1.0525063284207252,5.115294280085501,2.064614543341784,5.448017403030328,3.9242739834721156,2.3539906739652268,3.567883702437821
France,2018,2,5.001218253957477,3.2359982150897966,5.724193373922988,5.91198531680732,4.544753916785946,4.902076664017717,2.1708465877539034,4.362153969510281,4.995661373163517,5.5482974713331465,4.361871256134966,5.0712618306423725
France,2018,3,4.283899660409917,4.140510114580854,4.1935130496367234,3.7018863527532275,1.7271499508920565,4.970636509423935,4.759144346230607,3.1855069162831375,1.1343534151996777,3.1744276383730674,5.027584510360127,1.93728690010049
France,2018,4,1.3561710437755172,2.4120882401293593,2.3639840055738355,2.9070072425606295,1.5170883702485676,3.466673392237522,3.6093102125259566,3.3474456166940456,1.4717117579704007,3.4458693596206174,4.339830346055765,1.1749545887318946
France,2020,1,3.187181758619788,1.7122563272835252,5.8665538611662225,5.872146330526495,3.056511881507454,3.6450743919820496,2.3246946406288282,3.0131696916154542,4.084741574910851,3.079819405544691,5.021227745406522,1.423422229596101
France,2020,2,3.1145152843912767,3.7871919605497992,2.117618853102631,2.3945970812653115,5.2946646665362405,2.428109551867803,5.741642235793279,3.6427901449234232,5.6012611919095,2.4127666106944927,5.725051554451347,5.464832709102271
France,2020,3,3.0193534725495947,5.7041490378930595,1.4739420494817739,2.0234786141477867,4.416251081497112,2.690563980996804,1.877318567445673,5.721599525784834,2.1808879088757944,3.6284856688864333,3.6139462757334857,2.568129092590417
France,2020,4,1.7325172228210226,2.132562661908237,5.185529664615425,4.010716887839569,4.235599372387944,3.6263811669490638,4.134015955856517,1.378489275512449,4.015352737380832,3.2724656550229896,5.282789722575035,3.446533007775524
Italy,2002,1,5.033680223510433,3.880480134022179,5.968008311575739,3.4704065167209404,4.412819535806789,1.8599196907724833,3.4233320753254333,1.2471363489013336,1.6982750694357496,1.7490705604385988,3.6926341580713147,1.2304879920866598
Italy,2002,2,1.4767408518499372,4.6271767894309646,3.5016884118387823,4.5075992649107,1.5226954422413188,1.2027463827760407,2.262745933100679,1.7820885208673705,1.8687325972212285,2.576783063594914,3.0894002336431314,3.3712332145467196
Italy,2002,3,1.9954931940681826,3.1610887358519166,5.717701143253501,5.695991771008726,4.732134839309867,2.7086446427720183,2.0600328055572885,3.832549733427186,5.790852397789985,1.6579971881575781,1.4983949187191776,5.563934705455378
Italy,2002,4,3.146447736829762,3.647307706224282,3.4568770383307617,4.954041419573751,1.1402678025644526,1.028690782407969,3.922538299499717,2.9930642627156656,2.775179800536186,4.73569264058226,4.399227064957776,2.404524410040837
Italy,2004,1,4.992594396841621,5.219504537609475,2.951302188767309,2.0940467719704525,4.898187722649938,3.695085249692205,3.1847698115824743,3.744691404886609,5.633782415279041,1.743401876594862,1.9713259516747705,4.520118870093274
Italy,2004,2,2.327298077427863,2.5728690811177115,4.829011822961134,3.0291146053863782,2.367996169355335,5.079143882114086,4.950420985142879,2.245207292026886,1.6400047593978577,1.2406780015547099,2.0669518804097864,2.954549700868235
Italy,2004,3,5.4680575476939675,2.464274074733301,3.3978932788201726,4.923840248318755,5.430460245426254,3.63658951214215,2.064858041344819,1.4055920533646733,2.39442878437431,4.281887317201352,4.970070265535744,4.038661024435828
Italy,2004,4,3.4787788041213306,1.3212484966476905,2.3071254351463644,4.726706702525225,4.278353140363878,4.145771143231252,2.712976984512862,4.808603515882558,2.090622433727485,5.060860422943524,4.667274729122535,1.0875335805519584
Italy,2006,1,5.811278364158655,2.3246922078599295,2.6439396312512713,1.1419536181734602,3.5846654784838803,1.9710985132945598,5.814683091525309,4.346040551598617,1.5595767442998723,3.586252911787146,5.444029145413102,4.213095905142077
Italy,2006,2,2.0057242597467724,4.745508151875148,1.062222733613457,3.0754594487914364,1.9038909888119815,1.3199600912774299,1.8999855303266087,2.7130366594873876,1.6925878442424336,4.686783207490237,5.877852576886835,3.989129850436329
Italy,2006,3,2.051225972300468,4.001469468737746,3.7029316652665503,2.6805127291756685,3.328101840758735,4.689078134817956,2.2268823332302157,2.7094420464077427,5.251221204240529,5.143914450343298,5.80974127450264,4.265854390887046
Italy,2006,4,2.7094722719376296,3.6785652365597192,5.260162550693554,4.2366013035344805,5.606707240126024,4.867139184965055,1.263961888305163,4.234642832901166,1.214247576441819,5.579984962458507,2.082724389652891,4.021378673341511
Italy,2008,1,5.881320301909951,3.301714449741736,5.318807000533093,1.9497193800928265,2.232324854868982,3.3475791233367524,2.343098238237446,3.149035260519046,2.9099467853435064,2.2618381557091203,1.7015332410506683,3.9116048727352486
Italy,2008,2,3.011580528541705,3.441402181967847,1.9227336142065239,3.069973711348469,4.164920731593868,3.707373176229214,3.646098376706833,5.4343394944125185,3.3344804739892098,1.4021123350328035,5.590765719837017,3.9230376981085144
Italy,2008,3,2.3623692159651943,1.4415226948734992,3.243969276388603,1.5489720284500108,5.637969461871468,3.8481752692837845,4.38820522603205,4.673797982021498,3.0729233508380513,4.136363248514774,4.5769451006323205,2.667940778443625
Italy,2008,4,3.031482605871279,3.6090818175640815,4.108213685759672,2.698823047236572,3.339266746918187,1.4492385121091131,5.166088849056707,5.256360051522357,3.1483568012247884,1.5863845325012305,3.292757589098063,1.2380693853432616
Italy,2010,1,2.1616230070675373,4.2169240215196675,1.8710636641053948,1.8409734244953988,2.2015244484030867,4.907794550453884,2.181074695667599,1.730842114849111,3.188145642900035,4.944208098606113,3.2665673480120114,4.798672993885086
Italy,2010,2,3.6064806284404636,3.156531838474967,4.9603510176650145,5.800961043189366,4.9123632702129045,1.5140878152450896,4.501308716199978,3.7491535803386853,5.05189640895772,1.5238554564611964,1.6919412857543903,1.6439631986724046
Italy,2010,3,5.483232034326124,3.686285663516654,3.4238738296584823,3.918816585277801,5.1497491091191865,1.6553828402608846,1.6164993210509173,3.03550757371476,4.047199983654709,3.099123946142128,3.0161776677171996,2.5000045536734525
Italy,2010,4,3.990981159377302,5.548790017889355,3.970322358022345,2.8407098814264256,3.519847504947392,3.7710541144912435,4.293133820653107,5.4405104323724505,4.583626430336118,4.963275305929738,5.275252010301987,3.5752167647579896
Italy,2012,1,2.3886649092302945,2.6873186061082857,3.8708438337259254,3.2058130374633818,1.7944502687868549,3.4700045493208576,1.9440241821697801,2.3524394194319473,1.6139535718963196,3.406697899698267,2.3889484344350342,3.8287159174124135
Italy,2012,2,1.357580705257129,4.080339804004139,2.698754654091628,2.8196145548968516,1.500824541601026,2.739381024606648,4.831808632465932,4.009370496992545,3.4284805480088965,3.1742428412955705,5.460814973241858,1.7741544996948402
Italy,2012,3,3.4310766950167935,3.480553286333463,4.3146581061951075,4.724597894485602,2.831980180433491,1.8559264146207504,2.3392912404087967,2.5058978359820783,5.553675497467801,4.510123133657479,5.413270044352227,3.7265474319159098
Italy,2012,4,5.413175602036655,5.4462724567868,3.154199969887026,3.7896554726342524,5.68204136990088,3.9858681413982264,2.6561114508772166,3.2546771830529897,2.379301895190198,3.2387684305584385,1.9767035147340781,2.257495265344002
Italy,2014,1,4.992489104875791,4.60794956019528,2.092819225975907,2.039611912848365,2.157928101041149,3.8298250916721335,3.540449555422156,5.196580228644447,2.2343329670210865,4.265087890478493,1.0959118209194099,2.6987887096077285
Italy,2014,2,5.7631692233140335,3.3035236114785187,1.9080499829285351,2.266449325718041,4.7352964868266545,1.2868158968691998,2.5955609230915666,3.4290640122927005,3.640390997899156,4.525662267049002,4.791365221283956,2.779030658735487
Italy,2014,3,3.1031585715553556,3.3746021479030195,2.778944772381176,1.8348027724882818,1.4570650164603676,4.120424860103194,3.8256890182551557,3.7624474277760855,2.780733665611482,4.064092100635035,2.8285444462108886,2.08848500169656
Italy,2014,4,3.1907055048796193,3.54859447557668,2.2854561512339986,1.0727383715237984,3.271270649222907,4.080814598095115,4.846047641038362,3.873341327257738,5.112269563064951,2.592196871649695,2.717437568040597,2.491982883158964
Italy,2016,1,4.357758480260031,3.7638679312421477,4.154107182656573,2.6839884976842097,1.6769256892118611,4.642061919434974,5.585083366293418,5.621281451561035,5.820279537767506,1.5716216028914447,2.6994700631207786,4.845903198698306
Italy,2016,2,2.7062626929789344,5.496307783969482,5.83574471749313,5.811026474960294,2.317549931301724,3.8214944444272234,3.941313867698445,5.386954290931164,3.3256438720113204,1.4139816680751875,4.690940815841024,2.5246464001785927
Italy,2016,3,1.4237249688534512,1.443231798573142,1.8258135908512148,4.334891972614639,4.080192464472048,2.9522691550882048,3.5880572698859456,2.2776875197864035,5.0025404027361695,5.528978070396068,3.003294367687557,1.2879319031669718
Italy,2016,4,2.7074096133936436,5.430523847660039,5.4864934382182415,2.2651723484665465,4.607971754419457,1.8869919769836065,1.2679045613323763,4.529892915118156,1.72325939934745,3.6221528022715224,4.298874844789564,1.4611493615469167
Italy,2018,1,3.7228468787392623,4.6638273278812195,3.0373529530855063,2.1729487502797005,5.2863636170472725,1.0670182414716711,5.42868410219048,2.6751769565888517,2.1062604875056774,2.816326399695272,5.1779555223922955,3.8680975165382385
Italy,2018,2,4.9917593786734535,5.1146515887171535,3.849413483102427,5.436956108851676,1.8544665650601135,2.8322181790383065,5.685816344304141,3.703988498435285,5.054936871217054,1.1676719561368245,1.3586951828307212,5.1939637784008035
Italy,2018,3,4.876423570458647,4.191010802909481,5.693015189329049,1.6208696111306944,1.854762641535992,3.267666853857508,3.218280672496299,3.225327896986962,5.413982694398356,3.9000303844995043,4.944069592421217,2.9778468427215463
Italy,2018,4,3.7928629600447525,1.4631424392362928,4.856953565523,4.515782119551416,3.110650450730784,4.877945268053789,1.1738675614201541,1.7315510215122027,1.286693122473009,5.412810878606329,3.8265448793275763,5.461025624482293
Italy,2020,1,5.619190436770322,1.2717107764289723,4.587433457895878,3.236499260941378,2.305374726798121,1.0929797828200927,2.738461346371755,2.642849462360732,4.874027445578039,2.0980923456549085,4.246722396320548,2.241660225863784
Italy,2020,2,4.602597895636449,4.151121118916253,3.5690817543847726,5.766160315116144,3.939394949602569,4.761922107554335,1.2321654987958628,1.22099093539212,4.1082847204105315,3.1510551817779717,3.6237577266912653,2.098640983545917
Italy,2020,3,1.8107428400721863,5.694605213203473,5.523862535128792,2.05756579290788,3.762298328717466,2.357346947273019,4.521296336502111,2.8383777514734274,4.596971526875326,2.277031605482015,2.0792498479933452,2.0555157772041746
Italy,2020,4,4.217291130805218,1.80048089447716,1.960565899760892,5.166577250954787,1.4732048270705924,4.459097779586539,1.0718749552469127,3.4592358840386037,3.115479998436724,5.541070694921801,2.6137285298126143,5.2953143715586455
Spain,2002,1,5.288250299375866,1.4819150097338318,1.924055312236286,5.83861392694473,4.886732484059278,4.166461935205237,4.2709727708122465,2.761890837590985,5.274590260835994,2.910464331574417,1.1148027027881064,3.1280046120125466
Spain,2002,2,5.772870578284864,1.3020351726449366,2.246585149984199,5.55028391079699,4.370640753151799,1.3711568019204181,1.5610314614503362,5.795242626754799,3.3905033223279304,4.136757300442775,4.164521724852573,1.5484568857042906
Spain,2002,3,2.8128714378117934,4.342316378342468,3.6752157728851578,1.843979378393549,2.668341385189226,4.417464045445693,1.919085035941846,4.690686156756572,2.0602902353264523,3.016044134150846,3.1842173139615806,3.6288442086159405
Spain,2002,4,4.901631859780004,2.132456825574427,2.796289347438338,4.9542966551457495,3.9597516451085912,4.975708319358095,4.681450312845763,3.2637888286994636,3.6443442595690154,4.247583030222369,3.0331845824576504,1.5219361013060189
Spain,2004,1,3.887903704681797,2.7935647750525705,3.735159988342354,4.963375583856672,4.040519864244883,4.98207506312232,3.6971809681188463,3.966127684405805,4.39294278605625,2.4217250203363823,2.441345642470917,4.779796654826034
Spain,2004,2,5.812010642941778,3.7487009705361345,1.050456843458365,2.0541560403898993,3.6172838942266727,3.5962407573472857,4.873201801631625,2.352706362517272,2.1002092031428248,4.541208978733745,4.822328097206638,1.2531001042760315
